bugid,when,what,removed,added
1496684,2018-12-11 08:21:50 PST,Priority,--,P2
1496684,2018-12-11 08:21:50 PST,status-firefox65,?,affected
1496684,2018-12-11 08:21:50 PST,status-firefox66,---,affected
1496684,2018-12-11 08:24:04 PST,CC,,cpeterson
1496684,2018-12-11 08:24:04 PST,See Also,1494748,
1496684,2018-12-11 08:24:04 PST,Blocks,,1494748
1496684,2018-12-11 08:24:04 PST,Whiteboard,--do_not_change--[priority:high],[priority:high]
1496684,2018-12-11 16:53:37 PST,Whiteboard,[priority:high],[priority:high][geckoview]
1496684,2018-12-11 16:53:37 PST,Flags,,needinfo?(droeh)
1496684,2018-12-11 16:53:37 PST,status-geckoview64,---,affected
1496684,2018-12-11 16:53:37 PST,status-firefox64,affected,wontfix
1496684,2018-12-11 21:05:22 PST,status-firefox64,wontfix,affected
1496684,2018-12-12 07:10:16 PST,Flags,needinfo?(droeh),
1496684,2018-12-20 12:47:01 PST,CC,,rtanglao
1496684,2018-12-31 02:54:07 PST,CC,,timur.yildirim55
1496684,2019-01-01 23:53:47 PST,Whiteboard,[priority:high][geckoview],[priority:high][geckoview:p1]
1496684,2019-01-02 03:27:01 PST,CC,,chrislord.net
1496684,2019-01-03 09:10:12 PST,Assignee,nobody,droeh
1496684,2019-01-03 09:10:12 PST,Whiteboard,[priority:high][geckoview:p1],[priority:high]
1496684,2019-01-03 09:10:12 PST,status-geckoview64,affected,unaffected
1496684,2019-01-03 09:10:12 PST,status-firefox64,affected,wontfix
1496684,2019-01-08 08:26:25 PST,Flags,,needinfo?(droeh)
1496684,2019-01-09 16:48:53 PST,CC,,smrank
1496684,2019-01-11 07:41:23 PST,Assignee,droeh,nobody
1496684,2019-01-11 07:41:23 PST,Flags,needinfo?(droeh),
1496684,2019-01-11 10:27:33 PST,status-firefox65,affected,fix-optional
1496684,2019-01-11 16:26:56 PST,CC,,divergentdave
1496684,2019-01-13 08:43:33 PST,CC,,yoasif
1496684,2019-01-13 08:54:53 PST,CC,,madLyfe
1496684,2019-01-13 08:56:32 PST,CC,,adhurle
1496684,2019-01-14 07:45:38 PST,CC,,lapino
1496684,2019-01-14 08:26:56 PST,CC,,abahnken
1496684,2019-01-14 12:06:38 PST,CC,,jacksonscottsly
1496684,2019-01-16 23:22:00 PST,CC,,nandhp
1496684,2019-01-17 23:40:16 PST,CC,,mattleeper
1496684,2019-01-17 23:47:27 PST,Summary,Custom Tabs don't load when Gecko isn't already running,Fennec GeckoView hangs if Gecko isn't already running (with extension using webRequest.onBeforeSendHeaders in blocking mode?)
1496684,2019-01-18 18:09:57 PST,CC,,charles.milette
1496684,2019-01-24 10:09:53 PST,CC,,ohnobinki
1496684,2019-01-28 12:57:24 PST,CC,,kah0922
1496684,2019-01-28 17:38:31 PST,CC,,mitchelljc85
1496684,2019-02-01 07:17:56 PST,CC,,rhill
1496684,2019-02-01 07:36:25 PST,Summary,Fennec GeckoView hangs if Gecko isn't already running (with extension using webRequest.onBeforeSendHeaders in blocking mode?),Fennec GeckoView hangs if Gecko isn't already running (with extension using blocking webRequest listener)
1496684,2019-02-01 13:47:05 PST,CC,,matt
1496684,2019-02-01 17:59:20 PST,tracking-firefox66,---,+
1496684,2019-02-01 17:59:20 PST,status-firefox67,---,affected
1496684,2019-02-02 13:57:51 PST,CC,,namelessvoice
1496684,2019-02-03 23:32:11 PST,CC,,c001-bug-squ33z3r
1496684,2019-02-04 12:36:22 PST,Keywords,,testcase
1496684,2019-02-05 13:26:11 PST,Assignee,nobody,jh+bugzilla
1496684,2019-02-07 13:12:40 PST,CC,,mconley
1496684,2019-02-08 01:57:20 PST,Status,REOPENED,RESOLVED
1496684,2019-02-08 01:57:20 PST,Resolution,---,FIXED
1496684,2019-02-08 01:57:20 PST,Target Milestone,---,Firefox 67
1496684,2019-02-08 01:57:20 PST,Closed,2018/10/8 9:27,2019/2/8 9:57
1496684,2019-02-08 01:57:20 PST,status-firefox67,affected,fixed
1496684,2019-02-08 01:57:20 PST,Comment 69 Tag,,bugherder
1496684,2019-02-08 05:29:17 PST,Attachment #9041877  Flags,,"approval-mozilla-beta?, approval-mozilla-release?"
1496684,2019-02-08 17:44:58 PST,Status,RESOLVED,VERIFIED
1496684,2019-02-08 17:44:58 PST,status-firefox67,fixed,verified
1496684,2019-02-08 17:45:24 PST,Attachment #9041877  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1496684,2019-02-09 09:53:35 PST,CC,,matthew
1496684,2019-02-09 10:39:30 PST,See Also,1500925,
1496684,2019-02-09 10:40:35 PST,CC,,Virtual
1496684,2019-02-09 10:40:35 PST,Depends on,,1458375
1496684,2019-02-09 10:48:52 PST,CC,autonome,
1496684,2019-02-11 08:34:42 PST,Attachment #9041877  Flags,approval-mozilla-release?,approval-mozilla-release-
1496684,2019-02-11 08:34:55 PST,CC,,ryanvm
1496684,2019-02-11 08:34:55 PST,status-firefox65,fix-optional,wontfix
1496684,2019-02-11 09:03:34 PST,status-firefox66,affected,fixed
1496684,2019-02-11 09:03:35 PST,Comment 79 Tag,,bugherder
1496684,2019-02-11 09:03:35 PST,Comment 79 Tag,,uplift
1496684,2019-02-12 05:18:15 PST,CC,,stefan.deiac
1496684,2019-02-12 05:18:15 PST,status-firefox66,fixed,verified
1496684,2019-02-12 16:42:41 PST,CC,matt,
1496684,2019-02-17 06:59:08 PST,CC,,francexi
1497148,2018-12-04 19:43:32 PST,CC,Unnamed: 3,"jcristau, vlad.baicu"
1497148,2018-12-04 19:43:32 PST,Flags,,needinfo?(vlad.baicu)
1497148,2018-12-05 04:45:47 PST,tracking-firefox64,---,+
1497148,2018-12-05 04:45:47 PST,status-firefox64,---,affected
1497148,2018-12-05 04:45:47 PST,status-firefox65,---,affected
1497148,2018-12-05 08:31:11 PST,Blocks,,1504780
1497148,2018-12-05 10:37:19 PST,CC,,sdaswani
1497148,2018-12-05 10:37:19 PST,Flags,,needinfo?(sdaswani)
1497148,2018-12-05 10:37:19 PST,tracking-firefox64,+,blocking
1497148,2018-12-05 13:04:02 PST,Priority,--,P1
1497148,2018-12-05 13:55:59 PST,CC,,petru.lingurar
1497148,2018-12-05 13:55:59 PST,Flags,,needinfo?(petru.lingurar)
1497148,2018-12-05 14:46:39 PST,Flags,needinfo?(vlad.baicu),
1497148,2018-12-05 22:16:59 PST,Flags,needinfo?(sdaswani),
1497148,2018-12-06 00:15:44 PST,Status,NEW,ASSIGNED
1497148,2018-12-06 00:15:44 PST,Assignee,nobody,petru.lingurar
1497148,2018-12-06 00:15:44 PST,Flags,needinfo?(petru.lingurar),
1497148,2018-12-06 08:25:08 PST,CC,,mozillamarcia.knous
1497148,2018-12-06 08:35:35 PST,See Also,,1259653
1497148,2018-12-06 08:38:49 PST,CC,,dbolter
1497148,2018-12-06 08:38:49 PST,Flags,,needinfo?(dbolter)
1497148,2018-12-06 21:19:35 PST,Crash Signature,[@ java.lang.IllegalArgumentException: at org.mozilla.gecko.GeckoProfile.<init>(GeckoProfile.java)],[@ java.lang.IllegalArgumentException: at org.mozilla.gecko.GeckoProfile.<init>(GeckoProfile.java)] [@ java.lang.IllegalArgumentException: Custom profile must have a directory at android.database.DatabaseUtils.readExceptionFromParcel(DatabaseUtils.java)]
1497148,2018-12-06 21:19:35 PST,CC,,kbrosnan
1497148,2018-12-06 21:20:39 PST,CC,,gkruglov
1497148,2018-12-06 23:35:04 PST,CC,,"fennec, sorina.florean"
1497148,2018-12-07 06:30:04 PST,CC,,mfroman
1497148,2018-12-07 12:38:48 PST,CC,,snorp
1497148,2018-12-07 12:38:48 PST,Flags,,needinfo?(snorp)
1497148,2018-12-08 09:08:47 PST,Flags,needinfo?(snorp),needinfo?(gkruglov)
1497148,2018-12-09 06:27:03 PST,Flags,needinfo?(dbolter),
1497148,2018-12-10 06:00:07 PST,See Also,,1511727
1497148,2018-12-10 08:20:05 PST,CC,,ryanvm
1497148,2018-12-10 08:46:24 PST,CC,,jdragojevic
1497148,2018-12-10 08:46:24 PST,Flags,,needinfo?(jdragojevic)
1497148,2018-12-10 09:44:02 PST,CC,,"nalexander, sarentz"
1497148,2018-12-10 09:45:51 PST,Flags,,needinfo?(nalexander)
1497148,2018-12-10 09:48:43 PST,Flags,needinfo?(gkruglov),
1497148,2018-12-10 09:57:32 PST,CC,,ckarlof
1497148,2018-12-10 09:57:45 PST,Flags,needinfo?(jdragojevic),
1497148,2018-12-10 11:25:27 PST,Flags,needinfo?(nalexander),
1497148,2018-12-10 11:32:43 PST,Comment 24 Tag,,typo
1497148,2018-12-10 12:45:08 PST,CC,,rtanglao
1497148,2018-12-10 15:50:46 PST,Flags,,needinfo?(snorp)
1497148,2018-12-11 09:55:11 PST,Flags,needinfo?(snorp),
1497148,2018-12-11 13:15:10 PST,tracking-firefox65,---,blocking
1497148,2018-12-11 13:15:10 PST,tracking-firefox66,---,+
1497148,2018-12-11 13:15:10 PST,status-firefox66,---,affected
1497148,2018-12-11 13:16:24 PST,Attachment #9029933  Flags,,approval-mozilla-beta?
1497148,2018-12-11 13:18:54 PST,Attachment #9029933  Flags,,approval-mozilla-release?
1497148,2018-12-11 13:35:14 PST,Status,ASSIGNED,RESOLVED
1497148,2018-12-11 13:35:14 PST,Resolution,---,FIXED
1497148,2018-12-11 13:35:14 PST,Target Milestone,---,Firefox 66
1497148,2018-12-11 13:35:14 PST,Closed,,2018/12/11 21:35
1497148,2018-12-11 13:35:14 PST,status-firefox66,affected,fixed
1497148,2018-12-11 13:35:14 PST,Comment 34 Tag,,bugherder
1497148,2018-12-11 14:29:15 PST,Attachment #9029933  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1497148,2018-12-11 14:35:02 PST,status-firefox65,affected,fixed
1497148,2018-12-11 14:35:02 PST,Comment 36 Tag,,bugherder
1497148,2018-12-11 14:35:02 PST,Comment 36 Tag,,uplift
1497148,2018-12-11 15:16:03 PST,CC,,jan
1497148,2018-12-13 05:18:09 PST,Attachment #9029933  Flags,approval-mozilla-release?,approval-mozilla-release+
1497148,2018-12-13 05:27:00 PST,status-firefox64,affected,fixed
1497148,2018-12-13 05:27:00 PST,Comment 38 Tag,,uplift
1497148,2018-12-13 05:27:00 PST,Comment 38 Tag,,bugherder
1497148,2018-12-26 18:09:13 PST,Status,RESOLVED,VERIFIED
1497148,2018-12-26 18:09:13 PST,status-firefox64,fixed,verified
1497148,2018-12-26 18:09:13 PST,status-firefox65,fixed,verified
1497148,2018-12-26 18:09:13 PST,status-firefox66,fixed,verified
1497460,2019-01-27 06:19:21 PST,Assignee,nobody,jh+bugzilla.1
1497460,2019-01-29 02:06:01 PST,Status,NEW,RESOLVED
1497460,2019-01-29 02:06:01 PST,Resolution,---,FIXED
1497460,2019-01-29 02:06:01 PST,Target Milestone,---,Firefox 67
1497460,2019-01-29 02:06:01 PST,Closed,,2019/1/29 10:06
1497460,2019-01-29 02:06:01 PST,status-firefox67,---,fixed
1497460,2019-01-29 02:06:01 PST,Comment 3 Tag,,bugherder
1497502,2018-10-09 05:54:20 PDT,CC,Unnamed: 3,petru.lingurar
1497502,2018-10-10 02:44:40 PDT,Status,NEW,ASSIGNED
1497502,2018-10-10 02:44:40 PDT,Assignee,nobody,petru.lingurar
1497502,2018-10-15 06:38:39 PDT,Flags,,qe-verify+
1497502,2018-10-16 06:27:24 PDT,Status,ASSIGNED,RESOLVED
1497502,2018-10-16 06:27:24 PDT,CC,,bogdan.surd
1497502,2018-10-16 06:27:24 PDT,Resolution,---,FIXED
1497502,2018-10-16 06:27:24 PDT,Flags,qe-verify+,
1497502,2018-10-16 06:27:24 PDT,Closed,,2018/10/16 13:27
1497502,2018-10-16 06:27:24 PDT,status-firefox63,affected,fixed
1497502,2018-10-16 06:27:47 PDT,Status,RESOLVED,VERIFIED
1497502,2018-10-16 06:27:47 PDT,status-firefox63,fixed,verified
1497526,2018-10-21 23:53:59 PDT,CC,Unnamed: 3,"fennec, ioana.chiorean, sdaswani"
1497526,2018-10-21 23:53:59 PDT,Flags,,needinfo?(sdaswani)
1497526,2018-10-22 08:32:04 PDT,CC,,pascalc
1497526,2018-10-22 08:32:04 PDT,tracking-firefox63,---,+
1497526,2018-10-22 08:43:03 PDT,CC,,ryanvm
1497526,2018-10-22 08:43:03 PDT,status-firefox62,affected,wontfix
1497526,2018-10-22 08:43:03 PDT,tracking-firefox64,---,+
1497526,2018-10-22 08:43:03 PDT,tracking-firefox65,---,+
1497526,2018-10-22 08:43:03 PDT,status-firefox65,---,affected
1497526,2018-10-22 12:26:12 PDT,CC,,petru.lingurar
1497526,2018-10-22 12:26:12 PDT,Whiteboard,,--do_not_change--[priority:high]
1497526,2018-10-22 12:26:12 PDT,Flags,needinfo?(sdaswani),"needinfo?(pascalc), needinfo?(petru.lingurar)"
1497526,2018-10-22 13:37:43 PDT,Flags,needinfo?(pascalc),
1497526,2018-10-22 23:33:35 PDT,Status,NEW,ASSIGNED
1497526,2018-10-22 23:33:35 PDT,Assignee,nobody,petru.lingurar
1497526,2018-10-22 23:33:35 PDT,Flags,needinfo?(petru.lingurar),
1497526,2018-10-23 15:24:06 PDT,Whiteboard,--do_not_change--[priority:high],[priority:high]
1497526,2018-10-25 08:05:50 PDT,CC,,madperson
1497526,2018-10-26 00:41:03 PDT,Keywords,,checkin-needed
1497526,2018-10-26 03:04:18 PDT,Keywords,checkin-needed,
1497526,2018-10-26 08:54:33 PDT,Status,ASSIGNED,RESOLVED
1497526,2018-10-26 08:54:33 PDT,Resolution,---,FIXED
1497526,2018-10-26 08:54:33 PDT,Target Milestone,---,Firefox 65
1497526,2018-10-26 08:54:33 PDT,Closed,,2018/10/26 15:54
1497526,2018-10-26 08:54:33 PDT,status-firefox65,affected,fixed
1497526,2018-10-26 08:54:33 PDT,Comment 12 Tag,,bugherder
1497526,2018-10-29 00:14:23 PDT,Flags,,qe-verify+
1497526,2018-10-29 00:15:46 PDT,Flags,,needinfo?(ioana.chiorean)
1497526,2018-10-29 15:44:48 PDT,CC,,rkothari
1497526,2018-10-29 15:44:48 PDT,Flags,,needinfo?(petru.lingurar)
1497526,2018-10-30 00:36:46 PDT,Flags,needinfo?(petru.lingurar),
1497526,2018-10-30 00:36:46 PDT,Attachment #9019732  Flags,,approval-mozilla-beta?
1497526,2018-10-30 05:44:19 PDT,Flags,,needinfo?(petru.lingurar)
1497526,2018-10-30 06:14:39 PDT,Flags,needinfo?(petru.lingurar),
1497526,2018-10-30 06:55:11 PDT,Blocks,,1496435
1497526,2018-10-30 06:55:53 PDT,Blocks,1496435,
1497526,2018-10-30 06:56:07 PDT,Blocks,,1503255
1497526,2018-10-31 02:40:07 PDT,status-firefox65,fixed,verified
1497526,2018-10-31 08:37:14 PDT,Attachment #9019732  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1497526,2018-10-31 08:39:21 PDT,status-firefox64,affected,fixed
1497526,2018-10-31 08:39:21 PDT,Comment 20 Tag,,bugherder
1497526,2018-10-31 08:39:21 PDT,Comment 20 Tag,,uplift
1497526,2018-11-02 07:48:34 PDT,Priority,--,P1
1497526,2018-11-05 06:34:42 PST,Flags,,needinfo?(petru.lingurar)
1497526,2018-11-05 06:40:23 PST,Flags,needinfo?(petru.lingurar),
1497526,2018-11-05 06:40:23 PST,Attachment #9019732  Flags,,approval-mozilla-release?
1497526,2018-11-05 06:50:01 PST,Attachment #9019732  Flags,approval-mozilla-release?,approval-mozilla-release+
1497526,2018-11-05 07:24:19 PST,status-firefox63,affected,fixed
1497526,2018-11-05 07:24:19 PST,Comment 24 Tag,,bugherder
1497526,2018-11-05 07:24:19 PST,Comment 24 Tag,,uplift
1497526,2018-11-07 03:57:45 PST,CC,,sorina.florean
1497526,2018-11-07 03:57:45 PST,Flags,"needinfo?(ioana.chiorean), qe-verify+",
1497526,2018-11-07 03:57:45 PST,status-firefox63,fixed,verified
1497526,2018-11-07 03:57:45 PST,status-firefox64,fixed,verified
1497526,2019-01-07 02:36:14 PST,Status,RESOLVED,VERIFIED
1498233,2018-10-17 07:35:46 PDT,Keywords,regressionwindow-wanted,Unnamed: 4
1498233,2018-10-17 07:35:46 PDT,CC,,stefan.deiac
1498233,2018-10-24 08:42:55 PDT,CC,,"ddurst, mconley"
1498233,2018-10-24 08:42:55 PDT,Flags,,needinfo?(mconley)
1498233,2018-10-24 10:34:51 PDT,CC,,nchen
1498233,2018-10-24 10:34:51 PDT,Flags,needinfo?(mconley),needinfo?(nchen)
1498233,2018-10-25 13:56:08 PDT,Flags,needinfo?(nchen),
1498233,2018-10-25 14:00:39 PDT,Flags,,needinfo?(stefan.deiac)
1498233,2018-10-25 14:00:48 PDT,CC,,MattN+bmo
1498233,2018-10-25 23:29:49 PDT,Flags,needinfo?(stefan.deiac),
1498233,2018-10-31 08:38:10 PDT,CC,,mdaly
1498233,2018-10-31 08:38:10 PDT,Flags,,needinfo?(MattN+bmo)
1498233,2018-11-01 06:52:07 PDT,Blocks,,1492950
1498233,2018-11-01 06:52:07 PDT,Flags,needinfo?(MattN+bmo),
1498233,2018-11-01 10:24:20 PDT,Assignee,nobody,mconley
1498233,2018-11-07 01:55:26 PST,Status,NEW,RESOLVED
1498233,2018-11-07 01:55:26 PST,Resolution,---,FIXED
1498233,2018-11-07 01:55:26 PST,Target Milestone,---,Firefox 65
1498233,2018-11-07 01:55:26 PST,Closed,,2018/11/7 9:55
1498233,2018-11-07 01:55:26 PST,status-firefox65,---,fixed
1498233,2018-11-07 01:55:26 PST,Comment 14 Tag,,bugherder
1498233,2018-11-07 06:45:31 PST,Attachment #9022250  Flags,,approval-mozilla-beta?
1498233,2018-11-08 02:38:21 PST,Attachment #9022250  Flags,approval-mozilla-beta?,approval-mozilla-beta+
1498233,2018-11-08 04:29:06 PST,status-firefox64,affected,fixed
1498233,2018-11-08 04:29:06 PST,Comment 17 Tag,,uplift
1498233,2018-11-08 04:29:06 PST,Comment 17 Tag,,bugherder
1498233,2018-11-09 05:49:01 PST,status-firefox65,fixed,verified
1498233,2018-11-13 05:36:53 PST,Status,RESOLVED,VERIFIED
1498233,2018-11-13 05:36:53 PST,CC,,mirabela.lobontiu
1498233,2018-11-13 05:36:53 PST,status-firefox64,fixed,verified
1498787,2018-10-13 13:09:26 PDT,Status,NEW,ASSIGNED
1498787,2018-10-13 13:09:26 PDT,Assignee,nobody,rob
1498787,2018-10-13 17:08:51 PDT,CC,,emilio
1498787,2018-10-16 17:57:50 PDT,Status,ASSIGNED,RESOLVED
1498787,2018-10-16 17:57:50 PDT,Resolution,---,FIXED
1498787,2018-10-16 17:57:50 PDT,Target Milestone,---,Firefox 64
1498787,2018-10-16 17:57:50 PDT,Closed,,2018/10/17 0:57
1498787,2018-10-16 17:57:50 PDT,status-firefox64,---,fixed
1498787,2018-10-16 17:57:50 PDT,Comment 6 Tag,,bugherder
1498787,2018-10-17 02:10:12 PDT,See Also,,1499635
1498832,2018-10-15 13:16:22 PDT,CC,Unnamed: 3,"kbrosnan, npark"
1498832,2018-10-15 13:16:22 PDT,Flags,,needinfo?(npark)
1498832,2018-10-16 09:43:04 PDT,CC,,bogdan.surd
1498832,2018-10-16 10:18:53 PDT,Flags,needinfo?(npark),
1498832,2018-10-16 10:19:53 PDT,CC,,armenzg
1498832,2018-10-16 10:19:53 PDT,Flags,,needinfo?(armenzg)
1498832,2018-10-16 12:33:21 PDT,Status,UNCONFIRMED,RESOLVED
1498832,2018-10-16 12:33:21 PDT,Resolution,---,FIXED
1498832,2018-10-16 12:33:21 PDT,Flags,needinfo?(armenzg),
1498832,2018-10-16 12:33:21 PDT,Closed,,2018/10/16 19:33
1498892,2018-10-14 04:42:21 PDT,Blocks,Unnamed: 3,1497144
1498892,2018-10-15 01:49:53 PDT,CC,,robert_abc3
1498892,2018-10-15 21:29:48 PDT,Status,NEW,RESOLVED
1498892,2018-10-15 21:29:48 PDT,Resolution,---,FIXED
1498892,2018-10-15 21:29:48 PDT,Target Milestone,---,Firefox 64
1498892,2018-10-15 21:29:48 PDT,Closed,,2018/10/16 4:29
1498892,2018-10-15 21:29:48 PDT,status-firefox64,affected,fixed
1498892,2018-10-15 21:29:49 PDT,Comment 6 Tag,,bugherder
1498892,2018-10-15 23:29:50 PDT,Depends on,,1499239
1498892,2018-10-22 01:35:21 PDT,CC,,andrei.vaida
1498892,2018-10-22 01:35:21 PDT,Flags,,qe-verify-
1498911,2018-11-28 07:33:01 PST,Status,UNCONFIRMED,NEW
1498911,2018-11-28 07:33:01 PST,CC,,andrei.bodea
1498911,2018-11-28 07:33:01 PST,Hardware,Unspecified,ARM
1498911,2018-11-28 07:33:01 PST,Ever confirmed,0,1
1498911,2018-11-28 07:33:01 PST,OS,Unspecified,Android
1498911,2018-11-28 07:33:01 PST,status-firefox64,---,affected
1498911,2018-11-28 07:33:01 PST,status-firefox65,---,affected
1498911,2018-12-05 12:55:26 PST,Keywords,,regressionwindow-wanted
1498911,2018-12-05 12:55:26 PST,Priority,--,P2
1498911,2018-12-05 12:55:26 PST,status-firefox63,---,wontfix
1498911,2018-12-05 12:55:26 PST,status-firefox64,affected,wontfix
1498911,2018-12-17 07:42:05 PST,CC,,sorina.florean
1498911,2018-12-17 07:42:05 PST,Flags,,needinfo?(andrei.bodea)
1498911,2018-12-21 05:22:46 PST,Flags,needinfo?(andrei.bodea),
1498911,2019-01-03 01:55:32 PST,Keywords,regressionwindow-wanted,
1498911,2019-01-18 08:24:37 PST,Status,NEW,ASSIGNED
1498911,2019-01-18 08:24:37 PST,CC,,petru.lingurar
1498911,2019-01-18 08:24:37 PST,Assignee,nobody,petru.lingurar
1498911,2019-01-27 23:28:04 PST,Attachment #9037972  Attachment description,"Bug 1498911 - FindInPageBar will now handle `Enter` and `Shift+Enter`; r?JanH, #geckoview-reviewers",Bug 1498911 - FindInPageBar will now handle `Enter` and `Shift+Enter`; r?JanH
1498911,2019-01-27 23:28:58 PST,Keywords,,checkin-needed
1498911,2019-01-28 00:31:27 PST,Keywords,checkin-needed,
1498911,2019-01-28 14:33:15 PST,Status,ASSIGNED,RESOLVED
1498911,2019-01-28 14:33:15 PST,Resolution,---,FIXED
1498911,2019-01-28 14:33:15 PST,Target Milestone,---,Firefox 67
1498911,2019-01-28 14:33:15 PST,Closed,,2019/1/28 22:33
1498911,2019-01-28 14:33:15 PST,status-firefox67,---,fixed
1498911,2019-01-28 14:33:15 PST,Comment 9 Tag,,bugherder
1498911,2019-01-28 18:43:34 PST,status-firefox65,affected,wontfix
1498911,2019-01-28 18:43:34 PST,status-firefox66,---,affected
1498911,2019-01-28 23:09:27 PST,Flags,,qe-verify+
1498911,2019-01-30 07:13:10 PST,Flags,,needinfo?(andrei.bodea)
1498911,2019-01-31 02:31:43 PST,Status,RESOLVED,REOPENED
1498911,2019-01-31 02:31:43 PST,Resolution,FIXED,---
1498911,2019-01-31 02:31:43 PST,Flags,"needinfo?(andrei.bodea), qe-verify+",
1498911,2019-01-31 06:33:22 PST,CC,,jcristau
1498911,2019-01-31 06:33:22 PST,Target Milestone,Firefox 67,---
1498911,2019-01-31 06:33:22 PST,status-firefox67,fixed,affected
1498911,2019-02-03 23:12:49 PST,Keywords,,checkin-needed
1498911,2019-02-04 00:04:44 PST,Keywords,checkin-needed,
1498911,2019-02-04 09:44:19 PST,Status,REOPENED,RESOLVED
1498911,2019-02-04 09:44:19 PST,Resolution,---,FIXED
1498911,2019-02-04 09:44:19 PST,Target Milestone,---,Firefox 67
1498911,2019-02-04 09:44:19 PST,Closed,2019/1/28 22:33,2019/2/4 17:44
1498911,2019-02-04 09:44:19 PST,status-firefox67,affected,fixed
1498911,2019-02-04 09:44:19 PST,Comment 14 Tag,,bugherder
1498911,2019-02-04 11:52:32 PST,status-firefox66,affected,wontfix
1498911,2019-02-04 23:33:33 PST,Keywords,,checkin-needed
1498911,2019-02-05 07:28:44 PST,Flags,,needinfo?(petru.lingurar)
1498911,2019-02-05 07:29:49 PST,Flags,needinfo?(petru.lingurar),
1498911,2019-02-05 07:30:14 PST,Flags,,qe-verify+
1498911,2019-02-05 07:31:48 PST,Keywords,checkin-needed,
1498911,2019-02-07 04:33:34 PST,Flags,qe-verify+,
1498911,2019-02-07 04:33:34 PST,status-firefox67,fixed,verified
1498911,2019-02-07 08:02:03 PST,Status,RESOLVED,VERIFIED
1499093,2018-10-15 11:45:36 PDT,CC,Unnamed: 3,jh+bugzilla.1
1499093,2018-10-15 11:45:36 PDT,Hardware,ARM,All
1499093,2018-10-15 11:45:36 PDT,Summary,The autocomplete suggestion it's backgrounded behind the search engine bar,The autocomplete suggestion popup is visible while in URL/search entering mode
1499093,2018-10-24 05:23:11 PDT,status-firefox65,---,affected
1499093,2018-12-11 06:04:29 PST,status-firefox66,---,affected
1499093,2018-12-11 08:16:22 PST,Priority,--,P2
1499093,2018-12-11 08:16:22 PST,status-firefox62,affected,wontfix
1499093,2018-12-11 08:16:22 PST,status-firefox63,affected,wontfix
1499093,2018-12-11 08:16:22 PST,status-firefox64,affected,wontfix
1499093,2018-12-11 08:16:22 PST,status-firefox65,affected,fix-optional
1499093,2019-01-28 07:19:54 PST,Assignee,nobody,andrei.a.lazar
1499093,2019-03-01 05:48:00 PST,status-firefox67,---,affected
1499093,2019-04-12 05:06:41 PDT,status-firefox68,---,affected
1499093,2019-07-30 02:05:42 PDT,status-firefox-esr68,---,affected
1499093,2019-08-13 16:07:44 PDT,CC,,brad.arant
1499093,2019-08-19 08:18:54 PDT,Assignee,andrei.a.lazar,brad.arant
1499093,2019-10-09 05:04:22 PDT,Flags,,needinfo?(brad.arant)
1499093,2019-10-11 02:32:38 PDT,CC,,petru.lingurar
1499093,2019-10-11 02:32:38 PDT,Flags,,qe-verify+
1499093,2019-10-14 00:48:52 PDT,Flags,qe-verify+,
1499093,2019-10-16 05:09:02 PDT,Keywords,,regression
1499093,2019-10-16 06:03:18 PDT,Attachment #9085507  Flags,,approval-mozilla-esr68?
1499093,2019-10-16 09:27:22 PDT,CC,,ryanvm
1499093,2019-10-16 09:27:22 PDT,tracking-firefox-esr68,---,71+
1499093,2019-10-16 09:27:22 PDT,status-firefox65,fix-optional,wontfix
1499093,2019-10-16 09:27:22 PDT,status-firefox66,affected,wontfix
1499093,2019-10-16 09:27:22 PDT,status-firefox67,affected,wontfix
1499093,2019-10-16 09:27:22 PDT,status-firefox68,affected,wontfix
1499093,2019-10-21 12:17:07 PDT,Flags,needinfo?(brad.arant),
1499093,2019-10-21 12:17:07 PDT,Attachment #9085507  Flags,approval-mozilla-esr68?,approval-mozilla-esr68+
1499093,2019-10-21 12:23:00 PDT,status-firefox-esr68,affected,fixed
1499093,2019-10-21 12:23:00 PDT,Comment 13 Tag,,bugherder
1499093,2019-10-21 12:23:00 PDT,Comment 13 Tag,,uplift
1499093,2019-10-21 12:23:24 PDT,Status,NEW,RESOLVED
1499093,2019-10-21 12:23:24 PDT,Resolution,---,FIXED
1499093,2019-10-21 12:23:24 PDT,Closed,,2019/10/21 19:23
1499093,2019-10-22 00:33:55 PDT,Status,RESOLVED,VERIFIED
1499093,2019-10-22 00:33:55 PDT,status-firefox-esr68,fixed,verified
1499224,2018-12-11 09:37:50 PST,Rank,Unnamed: 3,15
1499224,2018-12-11 09:37:50 PST,Priority,--,P2
1499224,2018-12-12 13:36:45 PST,CC,,cpeterson
1499224,2018-12-12 13:36:45 PST,Whiteboard,,[geckoview]
1499224,2018-12-12 13:36:45 PST,status-geckoview64,---,wontfix
1499224,2018-12-12 13:36:45 PST,status-firefox64,affected,wontfix
1499224,2018-12-12 13:36:45 PST,status-firefox65,---,?
1499224,2018-12-12 13:36:45 PST,status-firefox66,---,?
1499224,2019-01-22 14:14:13 PST,Whiteboard,[geckoview],[geckoview:p2]
1499224,2019-01-22 14:14:13 PST,status-geckoview64,wontfix,---
